186234300.07746392, 0.5866799236764877
280909174.8116803, 0.49799794529741587
422288262.9907247, 0.4061431463959246
623167341.0312035, 0.2925858758597182
919602955.9941381, 0.20801308059266405
1357050572.1204216, 0.14695493677646493
1965822462.7462645, 0.10513933421832715
2487554255.418202, 0.0817481756432831
3349122465.736568, 0.06529899402072678
4926854384.116489, 0.049755443935212376
7326737283.097841, 0.03580080741688106
8874863081.451942, 0.03017390216946416
10582696600.492033, 0.025269179388020046
13756965957.514545, 0.020086380988014976
18850752190.61921, 0.014246562135757805
25830612596.524673, 0.010060349594344363
36056879683.69663, 0.007057615457262233
47610126603.29479, 0.005110009178568757
57302486398.93843, 0.0033579665659116357
66458842206.92224, 0.0022358733999092674
75663192602.06569, 0.0015879148319798827
86142317931.33716, 0.001098436342417502
98072770701.20634, 0.0007479338632077845
107593369901.45618, 0.0005106163663112821
115871108652.4142, 0.00036647778171928537
124785698529.90468, 0.00026095815720910754
134386135928.90445, 0.00018435902869523427
147431923552.74402, 0.00012035413665006059
164769191272.4115, 0.00007260402679065941
180764471302.10724, 0.00004739770557238549
194671657871.91577, 0.00003375052600483112
209648799377.52625, 0.000023656167566394322
238563268564.73523, 0.000013015007203526109
