RA,DEC,FREQ_GHZ,X,Y,SNR,FLUX_MAX,BINNING,GROUP,F,F_kw,ID,source,window
53.19825,-28.01545,85.7033,307.4,219.8,5.53,0.001949,3,7,0.369,0.728,283,aless61,spw1719
53.19285,-27.99431,87.516,463.2,911.7,5.47,0.005243,17,8,0.333,0.845,284,aless61,spw1719
53.18906,-28.01903,85.0782,572.9,102.5,5.46,0.005541,17,9,0.327,0.84,285,aless61,spw1719
53.19469,-28.00093,84.9532,410.0,694.9,5.42,0.004455,11,10,0.305,0.713,286,aless61,spw1719
53.17956,-28.00278,87.2191,847.2,634.3,5.4,0.003489,9,12,0.293,0.719,287,aless61,spw1719
53.18877,-28.00056,85.0782,581.0,707.0,5.34,0.004337,11,14,0.261,0.661,288,aless61,spw1719
53.1794,-28.00587,87.141,852.0,533.2,5.33,0.004969,19,15,0.256,0.784,289,aless61,spw1719
53.20305,-28.01342,86.9847,168.6,286.2,5.33,0.004603,17,16,0.256,0.765,290,aless61,spw1719
53.17661,-28.00142,85.7814,932.5,679.0,5.3,0.00508,17,17,0.241,0.745,291,aless61,spw1719
53.18665,-28.00856,86.9222,642.4,445.3,5.22,0.003929,13,20,0.203,0.622,292,aless61,spw1719
53.17801,-28.00961,87.4691,892.0,410.7,5.21,0.005238,19,21,0.198,0.73,293,aless61,spw1719
53.19852,-28.00063,85.2032,299.5,704.6,5.16,0.005265,17,26,0.177,0.641,294,aless61,spw1719
53.19781,-28.01842,85.7814,320.0,122.4,5.03,0.004987,19,40,0.128,0.637,295,aless61,spw1719
53.20038,-28.01239,97.0945,245.8,319.9,5.55,0.003005,7,0,0.0,0.703,296,aless61,spw2123
53.1995,-28.00294,99.3135,271.2,629.2,5.47,0.005765,19,1,0.0,0.825,297,aless61,spw2123
53.19751,-28.00433,97.0476,328.6,583.7,5.42,0.002987,7,2,0.0,0.644,298,aless61,spw2123
53.18266,-28.0026,97.829,757.7,640.1,5.24,0.005166,19,12,0.0,0.685,299,aless61,spw2123
53.18327,-28.00219,97.8133,740.0,653.8,5.23,0.005175,19,14,0.0,0.678,300,aless61,spw2123
53.18263,-28.00387,97.8602,758.5,598.8,5.13,0.005072,19,27,0.0,0.605,301,aless61,spw2123
53.15913,-27.58604,87.0472,318.0,368.3,6.08,0.00493,15,0,0.908,0.915,302,aless62,spw1719
53.16578,-27.58289,85.0001,125.1,471.3,5.85,0.002235,3,1,0.494,0.789,303,aless62,spw1719
53.1595,-27.57408,86.3284,307.4,759.8,5.65,0.004255,11,2,0.118,0.776,304,aless62,spw1719
53.15449,-27.57845,87.3285,452.6,616.9,5.53,0.003121,7,3,0.03,0.737,305,aless62,spw1719
53.154,-27.58695,87.266,466.9,338.4,5.48,0.00432,13,4,0.015,0.772,306,aless62,spw1719
53.13735,-27.57927,86.5472,949.7,589.8,5.31,0.004739,17,5,0.001,0.706,307,aless62,spw1719
53.15924,-27.58734,87.1566,314.8,325.7,5.27,0.003365,9,8,0.0,0.627,308,aless62,spw1719
