sepAngle,dFreq,refObj
0.015508901233287834,0.6095,aless101
0.006419136,1.421999999999997,aless101
0.012911868409968278,1.046999999999997,aless101
0.012357001641008634,0.2656999999999954,aless101
0.013089716512321225,12.2941,aless101
0.0131067,12.184799999999996,aless101
0.013082731712242193,12.403499999999994,aless101
0.020100523346060953,10.575199999999995,aless101
0.010974343844012014,13.294299999999993,aless101
0.019388957621469353,11.293999999999997,aless101
0.021942218984752352,12.91919999999999,aless101
0.013124643106109684,13.8412,aless101
0.008883698,11.059600000000003,aless101
0.022618727,13.575599999999994,aless101
0.023510059949601966,11.262799999999999,aless101
0.011824202124378881,10.747100000000003,aless101
0.007439318,12.434799999999996,aless101
0.013364127629992706,12.85669999999999,aless101
0.018059429085817143,13.544299999999993,aless101
0.006069625,12.887999999999991,aless101
0.015100123053114511,12.1691,aless101
0.004360081,13.122399999999999,aless101
0.003281801,13.5912,aless101
0.010905027545625908,11.684699999999992,aless101
0.021049644,12.85669999999999,aless101
0.013020104,13.4037,aless101
0.015342236,12.247299999999996,aless101
0.014142428024532947,11.46589999999999,aless101
0.015508901233289091,0.6095,aless101
0.013349028601214948,2.031499999999994,aless101
0.005143521,1.656499999999994,aless101
0.012715098290271013,0.8751999999999924,aless101
0.004683744,12.903599999999997,aless101
0.004650833,12.794299999999993,aless101
0.004711812,13.012999999999991,aless101
0.005042945,11.184699999999992,aless101
0.010186283307226377,13.90379999999999,aless101
0.009255693,11.903499999999994,aless101
0.006471404,13.528699999999986,aless101
0.007527719,14.450699999999998,aless101
0.006653461,11.6691,aless101
0.007604902,14.185099999999991,aless101
0.008631337,11.872299999999996,aless101
0.003722657,11.3566,aless101
0.008622278,13.044299999999993,aless101
0.003035291,13.466199999999986,aless101
0.008032279,14.15379999999999,aless101
0.014912451922992351,13.497499999999988,aless101
0.00863932,12.778599999999997,aless101
0.011231807212167228,13.731899999999996,aless101
0.012227412049349216,14.200699999999998,aless101
0.008672792,12.29419999999999,aless101
0.006103074,13.466199999999986,aless101
0.0057688,14.013199999999998,aless101
0.005739279,12.856799999999993,aless101
0.012219676488681639,12.075399999999988,aless101
0.006419136,1.421999999999997,aless101
0.013349028601216409,2.031499999999994,aless101
0.013032266970146924,0.375,aless101
0.015876141552493686,1.1563000000000017,aless101
0.012985610612058114,10.872100000000003,aless101
0.012986910760029575,10.762799999999999,aless101
0.012992590943528741,10.981499999999997,aless101
0.016911446979539155,9.153199999999998,aless101
0.013605773523257423,11.872299999999996,aless101
0.020071399027936507,9.872,aless101
0.019161075107391262,11.497199999999992,aless101
0.014372003217060022,12.419200000000004,aless101
0.008122948,9.637600000000006,aless101
0.020953106,12.153599999999997,aless101
0.021972466635897806,9.840800000000002,aless101
0.010354589836250679,9.325100000000006,aless101
0.005102334,11.012799999999999,aless101
0.010477540228305748,11.434699999999992,aless101
0.018628967172551435,12.122299999999996,aless101
0.011396021,11.465999999999994,aless101
0.016553862135061288,10.747100000000003,aless101
0.006277341,11.700400000000002,aless101
0.005523473,12.169200000000004,aless101
0.012797779333488794,10.262699999999995,aless101
0.019436745041161548,11.434699999999992,aless101
0.013455300862673259,11.981700000000004,aless101
0.015579833758081165,10.825299999999999,aless101
0.017161569985154976,10.043899999999994,aless101
0.012911868409966054,1.046999999999997,aless101
0.005143521,1.656499999999994,aless101
0.013032266970143855,0.375,aless101
0.007571701,0.7813000000000017,aless101
0.000459844,11.247100000000003,aless101
0.00049285,11.137799999999999,aless101
0.00043188,11.356499999999997,aless101
0.009981393,9.528199999999998,aless101
0.005102687,12.247299999999996,aless101
0.007039138,10.247,aless101
0.010793297653365471,11.872199999999992,aless101
0.00248912,12.794200000000004,aless101
0.004909753,10.012600000000006,aless101
0.010135248,12.528599999999997,aless101
0.010895795004896883,10.215800000000002,aless101
0.003567864,9.700100000000006,aless101
0.007960532,11.387799999999999,aless101
0.006062186,11.809699999999992,aless101
0.005597352,12.497299999999996,aless101
0.010657509299919484,11.840999999999994,aless101
0.004190228,11.122100000000003,aless101
0.008624537,12.075400000000002,aless101
0.009828224,12.544200000000004,aless101
0.003652852,10.637699999999995,aless101
0.008623561,11.809699999999992,aless101
0.000699119,12.356700000000004,aless101
0.002568489,11.200299999999999,aless101
0.007181835,10.418899999999994,aless101
0.012357001641010784,0.2656999999999954,aless101
0.012715098290270475,0.8751999999999924,aless101
0.015876141552493738,1.1563000000000017,aless101
0.007571701,0.7813000000000017,aless101
0.008031534,12.028400000000005,aless101
0.008064497,11.9191,aless101
0.008003516,12.137799999999999,aless101
0.017475451437096945,10.3095,aless101
0.002784256,13.028599999999997,aless101
0.009675127,11.028300000000002,aless101
0.017978206900739646,12.653499999999994,aless101
0.005319158,13.575500000000005,aless101
0.009488691,10.793900000000008,aless101
0.016312050022750917,13.309899999999999,aless101
0.016770113746931384,10.997100000000003,aless101
0.010343621773824798,10.481400000000008,aless101
0.011934181820011196,12.1691,aless101
0.013158493884292162,12.590999999999994,aless101
0.008916868,13.278599999999997,aless101
0.006981588,12.622299999999996,aless101
0.005496501,11.903400000000005,aless101
0.009660303,12.856700000000004,aless101
0.010662142993701487,13.325500000000005,aless101
0.004286148,11.418999999999997,aless101
0.015036606352214656,12.590999999999994,aless101
0.006967071,13.138000000000005,aless101
0.008027789,11.9816,aless101
0.002057181,11.200199999999995,aless101
0.013089716512323123,12.2941,aless101
0.004683744,12.903599999999997,aless101
0.012985610612061105,10.872100000000003,aless101
0.000459844,11.247100000000003,aless101
0.008031534,12.028400000000005,aless101
3.3236908522392787e-05,0.10930000000000462,aless101
2.836709858161061e-05,0.10939999999999372,aless101
0.009529577,1.718900000000005,aless101
0.005554099,1.0001999999999924,aless101
0.007107787,1.0001000000000033,aless101
0.010373293056179301,0.6250999999999891,aless101
0.002922502,1.5471000000000004,aless101
0.004881315,1.234499999999997,aless101
0.009820742,1.281499999999994,aless101
0.010605946,1.0313000000000017,aless101
0.003273467,1.546999999999997,aless101
0.007893929,0.14069999999999538,aless101
0.00567277,0.5625999999999891,aless101
0.005662211,1.2501999999999924,aless101
0.011011792468028083,0.5938999999999908,aless101
0.004523605,0.125,aless101
0.008773841,0.8282999999999987,aless101
0.009965548,1.2971000000000004,aless101
0.004091337,0.6094000000000079,aless101
0.008294857,0.5625999999999891,aless101
0.001123179,1.1096000000000004,aless101
0.002600027,0.046800000000004616,aless101
0.007624591,0.8282000000000096,aless101
0.013106700464799325,12.184799999999996,aless101
0.004650833,12.794299999999993,aless101
0.012986911,10.762799999999999,aless101
0.00049285,11.137799999999999,aless101
0.008064497,11.9191,aless101
3.3236908522001105e-05,0.10930000000000462,aless101
6.0981707178861034e-05,0.21869999999999834,aless101
0.009496421,1.6096000000000004,aless101
0.005587273,1.109499999999997,aless101
0.007109859,0.8907999999999987,aless101
0.010341608733938298,0.7343999999999937,aless101
0.002952671,1.656400000000005,aless101
0.004884976,1.1251999999999924,aless101
0.009795619,1.3907999999999987,aless101
0.010582428945657384,0.922,aless101
0.003257078,1.4376999999999924,aless101
0.007894175,0.25,aless101
0.005647473,0.6718999999999937,aless101
0.0056643,1.359499999999997,aless101
0.011040037724172154,0.7031999999999954,aless101
0.004545708,0.015699999999995384,aless101
0.008789163,0.9376000000000033,aless101
0.009979967,1.406400000000005,aless101
0.004124117,0.5001000000000033,aless101
0.008268867,0.6718999999999937,aless101
0.001153468,1.218900000000005,aless101
0.002601414,0.0625,aless101
0.007655379,0.7189,aless101
0.013082731712244973,12.403499999999994,aless101
0.004711812,13.012999999999991,aless101
0.012992590943528582,10.981499999999997,aless101
0.00043188,11.356499999999997,aless101
0.008003516,12.137799999999999,aless101
2.836709858184089e-05,0.10939999999999372,aless101
6.098170718014343e-05,0.21869999999999834,aless101
0.009556179,1.8282999999999987,aless101
0.005527434,0.8907999999999987,aless101
0.007098232,1.109499999999997,aless101
0.010396848199764941,0.5156999999999954,aless101
0.002894456,1.4377000000000066,aless101
0.004886431,1.3438999999999908,aless101
0.009836142,1.1721000000000004,aless101
0.010619617616654285,1.1406999999999954,aless101
0.003293983,1.6563999999999908,aless101
0.007901819,0.0313,aless101
0.005698702,0.4531999999999954,aless101
0.00565267,1.1407999999999987,aless101
0.010992907794375813,0.48449999999999704,aless101
0.004499604,0.23439999999999372,aless101
0.008768471,0.7189,aless101
0.009961017,1.1877000000000066,aless101
0.004065839,0.7188000000000017,aless101
0.008311224,0.4531999999999954,aless101
0.001095117,1.0002000000000066,aless101
0.002591222,0.15619999999999834,aless101
0.007596371,0.9376000000000033,aless101
0.020100523,10.575199999999995,aless101
0.005042945,11.184699999999992,aless101
0.016911447,9.153199999999998,aless101
0.009981393,9.528199999999998,aless101
0.017475451,10.3095,aless101
0.009529577,1.718900000000005,aless101
0.009496421,1.6096000000000004,aless101
0.009556179,1.8282999999999987,aless101
0.015083568198559513,2.7190999999999974,aless101
0.011833358217178003,0.7188000000000017,aless101
0.002494964,2.343999999999994,aless101
0.012169596708358104,3.2660000000000053,aless101
0.011444973161758965,0.48440000000000794,aless101
0.006121091,3.000399999999999,aless101
0.007108514,0.6876000000000033,aless101
0.008623722,0.17190000000000794,aless101
0.012821663568854464,1.8596000000000004,aless101
0.006755715,2.281499999999994,aless101
0.011037480953143117,2.9690999999999974,aless101
0.019940352363155667,2.3127999999999957,aless101
0.012798616780321265,1.593900000000005,aless101
0.015962063,2.5472000000000037,aless101
0.016851993,3.0160000000000053,aless101
0.013607445797866064,1.109499999999997,aless101
0.005415114,2.281499999999994,aless101
