# Z-profile-Region_1-Statistic_Mean-Coordinate_Current aless71_dirtycube_allspw_nopbcorr.fits
# xLabel: [LSRK] Radio velocity (km/s)
# yLabel: Value (Jy/beam)
# ellipse[[192.794561pix, 169.102606pix], [3.847471pix, 6.215145pix], 0.000000deg]	
# ellipse(wcs:ICRS)[[3:33:05.6544674149, -27:33:28.3743357531], [0.9618676677", 1.5537862324"], 0.000000deg]	
# x	y
237420.0682895327	0.0000000000e+0
237409.90722584043	0.0000000000e+0
237399.7461621483	0.0000000000e+0
237389.58509845598	0.0000000000e+0
237379.42403476386	0.0000000000e+0
237369.26297107153	0.0000000000e+0
237359.1019073794	0.0000000000e+0
237348.94084368722	0.0000000000e+0
237338.77977999503	0.0000000000e+0
237328.61871630274	0.0000000000e+0
237318.45765261052	0.0000000000e+0
237308.2965889183	0.0000000000e+0
237298.13552522598	0.0000000000e+0
237287.97446153386	0.0000000000e+0
237277.81339784156	0.0000000000e+0
237267.65233414946	0.0000000000e+0
237257.49127045722	0.0000000000e+0
237247.33020676495	0.0000000000e+0
237237.16914307274	0.0000000000e+0
237227.00807938064	0.0000000000e+0
237216.84701568837	0.0000000000e+0
237206.6859519961	0.0000000000e+0
237196.5248883039	0.0000000000e+0
237186.3638246117	0.0000000000e+0
237176.20276091946	0.0000000000e+0
237166.04169722734	0.0000000000e+0
237155.88063353504	0.0000000000e+0
237145.7195698428	0.0000000000e+0
237135.5585061507	0.0000000000e+0
237125.3974424583	0.0000000000e+0
237115.23637876616	0.0000000000e+0
237105.07531507398	0.0000000000e+0
237094.9142513817	0.0000000000e+0
237084.75318768955	0.0000000000e+0
237074.59212399737	0.0000000000e+0
237064.43106030513	0.0000000000e+0
237054.2699966129	0.0000000000e+0
237044.10893292076	0.0000000000e+0
237033.9478692285	0.0000000000e+0
237023.78680553616	0.0000000000e+0
237013.6257418441	0.0000000000e+0
237003.46467815185	0.0000000000e+0
236993.30361445952	0.0000000000e+0
236983.1425507673	0.0000000000e+0
236972.98148707513	0.0000000000e+0
236962.82042338295	0.0000000000e+0
236952.65935969068	0.0000000000e+0
236942.49829599855	0.0000000000e+0
236932.33723230625	0.0000000000e+0
236922.17616861407	0.0000000000e+0
236912.01510492188	0.0000000000e+0
236901.85404122958	0.0000000000e+0
236891.6929775375	0.0000000000e+0
236881.53191384525	0.0000000000e+0
236871.37085015306	0.0000000000e+0
236861.2097864607	0.0000000000e+0
236851.04872276855	0.0000000000e+0
236840.8876590763	0.0000000000e+0
236830.72659538419	0.0000000000e+0
236820.5655316919	0.0000000000e+0
236810.4044679997	0.0000000000e+0
236800.2434043075	0.0000000000e+0
236790.08234061528	0.0000000000e+0
236779.921276923	0.0000000000e+0
236769.76021323088	0.0000000000e+0
236759.59914953867	0.0000000000e+0
236749.43808584646	0.0000000000e+0
236739.27702215422	0.0000000000e+0
236729.11595846192	0.0000000000e+0
236718.95489476976	0.0000000000e+0
236708.7938310775	0.0000000000e+0
236698.63276738534	0.0000000000e+0
236688.47170369318	0.0000000000e+0
236678.3106400009	0.0000000000e+0
236668.14957630864	0.0000000000e+0
236657.98851261646	0.0000000000e+0
236647.8274489242	0.0000000000e+0
236637.666385232	0.0000000000e+0
236627.50532153976	0.0000000000e+0
236617.34425784764	0.0000000000e+0
236607.18319415537	0.0000000000e+0
236597.02213046313	0.0000000000e+0
236586.86106677094	0.0000000000e+0
236576.70000307873	0.0000000000e+0
236566.5389393864	0.0000000000e+0
236556.37787569425	0.0000000000e+0
236546.21681200204	0.0000000000e+0
236536.05574830982	0.0000000000e+0
236525.89468461752	0.0000000000e+0
236515.73362092543	0.0000000000e+0
236505.5725572332	-2.7788436970e-4
236495.41149354092	-3.1742057100e-4
236485.2504298488	-1.8128246112e-4
236475.08936615652	-1.7928042742e-4
236464.92830246434	-5.5327466850e-5
236454.76723877212	4.2049052205e-5
236444.6061750799	-1.2772864083e-4
236434.44511138767	-4.8800119486e-5
236424.28404769546	7.1748201753e-5
236414.1229840033	-1.0118904984e-4
236403.961920311	-1.2060079541e-4
236393.8008566188	-5.3450116492e-6
236383.63979292655	-2.7527805218e-5
236373.47872923437	-1.7950497525e-6
236363.3176655421	1.0214381769e-4
236353.1566018499	1.3149723683e-4
236342.9955381578	1.6345362499e-4
236332.8344744655	8.9989807670e-5
236322.67341077334	-1.0521268315e-4
236312.51234708106	-1.6089207806e-4
236302.3512833889	-7.9682116016e-5
236292.19021969667	4.9932723974e-5
236282.02915600443	5.2472742401e-5
236271.86809231222	1.9129180283e-5
236261.70702861995	6.5467328011e-5
236251.54596492776	-3.2421247182e-5
236241.3849012356	-1.1877455542e-4
236231.22383754337	-1.5251048652e-4
236221.0627738511	-1.5264311253e-4
236210.9017101589	1.2582169062e-4
236200.74064646664	4.6391399290e-4
236190.5795827745	6.8384290394e-4
236180.41851908228	8.1276255255e-4
236170.25745539012	7.7927558727e-4
236160.09639169776	7.9197640138e-4
236149.9353280056	7.6374741313e-4
236139.77426431334	5.5635101078e-4
236129.6132006212	3.9841236502e-4
236119.45213692889	4.2831128887e-4
236109.29107323676	6.2565063408e-4
236099.13000954452	9.0084855290e-4
236088.96894585236	9.8020338261e-4
236078.80788216006	9.4366267448e-4
236068.64681846782	1.0587918958e-3
236058.4857547757	1.1321009687e-3
236048.32469108354	8.3696646241e-4
236038.16362739116	4.0486399734e-4
236028.00256369897	1.3647646020e-4
236017.84150000685	3.9727566168e-5
236007.68043631464	-2.3696264977e-5
235997.5193726223	-1.3891743980e-4
235987.35830893015	-1.1469123396e-5
235977.19724523794	1.9718543770e-4
235967.03618154573	1.2310519887e-4
235956.87511785357	1.0243544083e-5
235946.7140541613	8.1075276535e-5
235936.55299046903	1.7593746943e-4
235926.3919267769	1.0942288057e-4
235916.23086308455	3.9125109988e-5
235906.0697993924	9.7032930934e-5
235895.90873570024	1.9406729961e-4
235885.74767200794	3.0134828748e-4
235875.58660831582	3.3980966335e-4
235865.42554462352	2.9111335833e-4
235855.2644809314	2.4592932417e-4
